;group1;group2;group3;x1;x2;x3;x4;c1;c2;c3;c4;y1;y2;y3;y4
161;young;male;C;-0.105961855;-2.098253555;-0.664034981;-3.274407682;-1.354460401;0.885915223;-0.179989262;-0.11254884;-1.27498729;1.306955143;1.025710909;1.295013535
162;old;female;B;-0.210823822;-0.423699389;-0.530955776;-0.78889287;1.016743799;-0.463798885;0.250334062;1.17113603;-1.590419731;1.416563103;0.167384228;1.47529842
163;old;male;A;-2.21322253;-2.848043104;-3.871750881;-2.550794728;-2.211576864;2.154167449;5.324202311;-1.564401345;-5.030437992;3.462396837;0.266457573;0.194002628
164;young;female;A;-1.255125261;-2.840445514;-2.645126801;-2.560338677;-1.716052892;1.785206686;2.970036011;-1.246857187;-2.987083905;1.395951673;0.707553696;0.180269651
165;middle;male;C;1.648663473;1.022526841;0.886825725;0.469871941;0.573978498;-1.236352223;-3.684723095;-0.399032661;0.207280069;-0.467286913;-2.072280778;0.331561381
166;young;female;B;-0.882750584;-2.79600375;-1.201267841;-3.123678701;-0.257832566;0.876819227;0.791077529;0.530866396;-1.513044172;2.623954001;0.733007206;0.487022863
167;old;male;C;-1.188529246;-0.883500239;-2.155494385;-1.08143031;0.130673488;0.355825132;1.652488413;-2.032398047;-2.676961012;2.767500618;1.368538994;-1.404262181
168;old;female;C;-0.070551856;-0.114508147;-0.205792131;-0.466675674;-1.340216529;0.601579056;0.201027699;-0.162286813;-1.70080147;0.055752473;-0.387797799;1.505368263
169;middle;female;C;-0.039558567;0.790580515;0.580107894;-1.734123747;-0.316661562;0.193753652;1.102626649;0.239266591;0.16504063;2.86484023;0.46295898;0.063929556
170;middle;female;C;0.080437905;1.175301301;2.339575689;1.173101074;-0.901058407;-0.909158508;-0.25403228;-0.810936931;-0.442502782;1.368137466;-1.424361528;-0.136727065
171;middle;male;B;-1.120044548;-1.535868077;-1.999048886;-1.43680654;-0.649664118;0.614613711;-1.501175203;0.165188493;-1.110822805;3.014604156;-1.500725825;-0.948923712
172;middle;male;A;0.240961665;-0.634077756;0.673579725;-0.615766794;-1.182457199;-0.459258559;-2.231115228;-1.226123246;-1.421936033;-0.89230371;0.55143967;0.677836066
173;old;female;C;2.243636878;3.349706589;3.352398944;3.942550879;-0.383510881;-0.153908083;0.092438527;-0.689984173;1.535008673;0.819646736;-2.281780468;-0.193709072
174;young;female;A;0.825322624;2.132552773;1.319531453;1.576157065;-0.963368231;-1.819579686;-2.668530716;0.234030576;-1.428126118;0.151994791;0.0672285;0.060645108
175;young;male;C;0.441199042;-0.11875461;0.817230834;1.235060062;2.12334875;1.183255696;2.367882508;0.338642661;0.255818546;2.146999464;1.033242702;-0.608292185
176;old;male;A;1.4395079;1.948756166;0.513281135;2.345540875;1.684090305;0.531865984;0.578257794;-0.916557496;-2.061432869;-0.197782188;-0.932842889;0.000488487
177;young;male;B;-0.711357334;-0.488153528;-1.415741683;-0.682071364;0.71139157;-0.434283855;-0.683103916;-0.930155266;-2.34535561;0.310065894;1.06033571;-0.1131621
178;middle;female;A;1.027526571;1.489677429;0.432236295;2.764218544;0.801338445;-0.11326658;0.284275377;0.041090134;2.117739922;2.238265282;0.626835809;-1.241109363
179;young;male;C;-1.01606783;-1.831634269;-2.158465442;-1.87256894;0.958894407;-2.817699638;-7.001415484;0.010479681;-1.588279481;-3.444523913;-0.133058084;-1.822368298
180;old;female;A;-0.222458036;0.026602553;-0.241918124;-0.03281316;-1.332496255;2.567770349;6.987504883;0.750922796;-2.060022584;2.481890679;-0.738362721;-0.587229946
181;young;female;B;0.796772545;-0.870052479;0.304839693;-2.717871027;-1.553020003;-1.359393717;-3.632252721;-0.388181649;-0.917588368;-0.387599746;0.289195692;-0.335125024
182;young;male;A;0.167643629;0.707526329;1.942979263;-2.396685775;-1.141916496;-0.206521743;-0.880783415;-0.842131177;-2.473294659;0.393956794;2.167225306;-0.512924588
183;young;female;C;2.144851265;2.086454413;0.737342776;2.180946319;-0.624589404;-1.001334049;-1.42598367;0.400476116;-1.376918119;1.318343783;-0.929666681;0.443099592
184;old;female;A;0.585727875;0.635695271;0.495545986;0.456695361;-0.75504046;-0.215771113;-0.136832042;1.115868563;-0.077263399;0.084908883;1.632931252;-1.150668083
185;young;female;A;0.515921942;-0.045359508;0.266738273;0.02370798;0.221285065;-1.00836845;-3.467848384;0.075242953;-1.682250742;-0.285507429;0.216537516;-0.350000429
186;middle;male;B;0.21137868;1.835716892;2.548531991;1.459269527;-0.479250096;0.523693026;-0.237443468;-0.862640383;-0.291853559;-1.085929052;-0.774038447;-0.428929426
187;old;female;B;-0.384814256;-0.068420438;-1.116258439;-0.083804967;-1.721771912;0.039350807;0.387597343;-0.344362192;0.184350605;1.084224825;-0.143994963;2.668069896
188;young;male;A;1.288745558;1.10384606;-0.239544338;0.021984667;-0.26547654;-0.97049697;-3.882805109;0.330509136;-0.840843929;0.010993728;0.617809534;-0.2805676
189;young;female;B;-0.789111405;-1.373638572;-1.877727288;-0.751703898;-0.793687996;0.480215592;0.61206352;0.23048612;-2.003753374;4.229696593;-0.364307075;0.192942155
190;old;male;C;-1.214600807;-1.518319927;-0.780107274;-1.353568545;-2.366001571;-0.351100112;-1.135140657;-1.236270668;-4.399143936;1.606907822;0.504704844;-0.730631979
191;young;male;A;-1.596562359;-2.670589246;-1.821740214;-1.990528059;-0.963993283;0.406883052;-0.995495483;1.142177976;-1.774548308;1.951782565;-0.397175111;0.216858685
192;young;female;A;0.062092478;1.107416398;-0.110116966;0.388300831;0.259454202;-0.438010375;-0.715464407;1.522092704;-0.916531994;0.471519579;0.778209991;0.55897468
193;young;female;B;-0.815729937;-0.332965563;0.711872582;-0.399314598;0.912948043;-0.365763987;-1.823872578;-0.087532594;0.880734994;1.483476158;0.644965251;-0.578728764
194;young;male;C;-0.557999915;0.111596141;0.529111788;0.793177083;1.312223693;-0.9826024;-1.20371973;2.62492757;-1.304334359;0.870872306;-0.148839872;-2.758451751
195;old;male;A;0.200986878;0.124449283;0.903944597;-1.963125772;-1.80931538;-1.150953985;-2.621406149;-1.201998638;-1.732882072;-0.222868482;-0.456837297;0.076743174
196;middle;female;A;0.311987915;0.993641893;-0.034629441;0.147447151;0.775734087;1.063174219;1.90943732;0.692493572;-1.049873697;1.229853233;-0.399409712;0.331345421
197;old;male;A;1.052165637;0.594642689;1.985691907;1.591091844;1.13900583;-1.389514161;-2.042149453;1.444494154;-0.68721818;-0.062977299;0.683325072;-0.07326454
198;middle;female;B;-1.648681342;-1.403918604;-3.818221307;-1.284021776;1.21249823;1.406740994;0.578969796;0.564123926;-0.064321941;0.95479691;-0.277333634;-2.108512708
199;old;female;C;-0.675379043;-0.421103289;0.779980441;-0.785474276;-0.345656331;-1.531256955;-2.225784167;-1.002229987;-1.314522309;0.605646301;-0.625958449;1.10136901
200;old;female;A;-0.290754733;0.685378502;0.999842638;0.633987556;2.38357462;0.376000037;2.411329359;-0.024451319;-0.938733103;1.24511391;0.488854918;-0.3428796
201;old;male;A;0.414133647;0.590408014;-0.453473901;0.132430673;0.081001534;1.900300097;6.137652941;0.547972994;-1.034488567;1.058567347;-0.487859705;-1.050990776
202;old;female;A;-0.231784602;0.472519632;1.48473958;-0.468397319;1.194535798;-0.650822708;-2.049537079;-0.596281322;-0.765556197;1.512287082;-0.813520063;1.869510503
203;middle;male;A;-0.141933154;-1.12190761;0.050094182;-0.880960572;2.243306909;-0.63820056;0.025896407;0.450072901;0.512028469;-1.082518446;0.803076659;0.160846109
204;young;male;C;0.64921632;-1.953334489;-2.751973295;-1.267981367;-0.865559944;-1.725384077;-3.833844349;-0.597777503;-1.899869779;0.210608939;0.960809405;0.721119805
205;young;male;B;-0.734249583;-1.239939402;-0.238537008;-1.750841782;-1.840088637;1.334695561;2.30300386;-1.108621351;-3.235286057;2.322317061;1.002544789;1.737127205
206;old;male;A;-0.410916567;-0.710062407;-0.022544216;-0.789320321;-0.541167212;-0.704960202;-1.103289642;2.113322791;-0.047445955;0.517261079;1.145852404;0.274658023
207;middle;male;C;-0.84438955;-2.451923187;-1.253026649;-2.685420866;-0.417619211;2.21897003;3.961067167;-0.725689876;-1.440955845;0.852435866;1.515963489;0.503763502
208;young;female;C;0.445482233;-0.530117611;0.331246331;-0.103903028;-1.762584211;0.718490655;1.032480372;-0.994850375;-0.685167217;1.754457416;0.591965069;0.971518214
209;young;female;B;-0.03315221;0.963194467;0.295946374;-0.203578859;0.514842042;1.455859166;2.846194803;0.197092324;-1.624890765;2.898161015;-0.206370214;0.789435922
210;young;female;A;0.653847319;1.260895047;0.460339423;1.869295519;0.653013203;0.407651111;3.582514102;0.645797847;-1.573954074;3.158635867;0.560720844;0.179632941
211;middle;female;A;1.17661058;-0.353004053;-2.289884781;1.189623187;1.007355933;0.871533723;1.07340051;0.285217082;-0.650895333;-0.879819796;0.827769988;-0.520363189
212;old;male;A;0.735757574;-1.651207387;-2.088192609;-1.252285259;-0.73625122;-0.061325992;-1.447516845;0.105853642;-1.14794718;-0.035636404;0.221987086;-1.451749016
213;young;male;C;0.65879868;0.356294999;1.096981166;1.607845083;-0.278325361;0.030133297;0.153107693;3.362307368;-1.448677499;1.165926179;0.349748694;0.381488662
214;young;male;B;-1.160340262;-0.626235858;-0.258766736;-0.443685451;-0.397458906;1.471929006;2.80437092;-0.187778986;-1.813243177;1.08995603;-0.33537124;-1.490538483
215;old;male;A;0.354560436;2.473097471;2.242173123;1.890007819;0.312412843;-0.435412692;-0.436337828;0.828228431;-1.516366596;1.619014347;-1.41994501;-0.892147939
216;old;female;A;0.447135635;0.053393669;-0.355792691;-0.71079569;-0.537888813;-0.937898043;-0.978622299;-1.491396057;-2.445519489;0.035994068;1.757171627;-1.621264513
217;middle;female;B;2.772955707;3.959211106;4.608842986;1.955264638;0.065864299;-0.290038849;-0.460223895;0.845176806;0.884738366;1.279162055;-0.072930263;0.045883593
218;old;male;C;-0.341916789;-1.694683177;-2.00628564;-2.958109452;-0.88045356;-0.02736417;-0.862886622;-0.813986174;-2.560318297;-1.155244611;0.656417522;-0.084831641
219;old;female;C;-0.222547408;-0.858028753;-0.599038947;0.090433771;0.062338815;0.031748888;-0.085654645;0.093538165;-0.422665417;0.683304226;1.086246547;0.734519543
220;middle;female;A;-0.106788819;1.141533163;1.228410723;2.444586187;0.044539356;-0.768956531;-0.081810005;-0.446991694;-1.654832549;1.40088741;1.166224369;-0.755151325
221;middle;female;C;-0.099979557;-1.333279745;-0.786354432;-0.511467245;0.313991928;1.584603295;2.724901568;0.157384078;1.226911747;2.49381509;0.284694504;-0.115597862
222;young;female;B;-2.12031364;-1.680326244;-1.003972116;-2.541331735;-1.497154446;0.024338463;0.568370163;0.678539342;-2.994329955;2.582888463;1.758028421;-0.235471259
223;old;female;B;1.701264824;2.27744963;3.202766667;4.032151657;1.934724836;-1.497191937;0.76783425;-0.823658721;-1.589788961;0.748694416;0.069763124;1.315938119
224;middle;male;A;0.177045685;0.9980175;0.483149589;0.832855466;2.02873917;-1.356020352;-2.270820796;0.174758193;-0.087690069;-0.107527151;-0.41544486;0.572844227
225;middle;female;A;1.592831166;0.529891361;2.858863426;-0.113242616;-0.877409208;1.390453274;3.296190605;-0.810258981;1.836403275;2.1769476;3.007202215;0.079134089
226;middle;male;C;0.000436774;0.504921489;-0.185529003;0.040704795;1.176233879;-0.106869022;-1.838518361;-0.110306726;-1.23049527;-1.449062218;0.740491976;-2.148587201
227;middle;female;C;1.347889438;0.704572012;1.18769317;0.318039354;-0.600749468;0.298647566;1.076497861;-0.527592709;-0.254770272;-0.573805629;0.619377187;-0.966936068
228;middle;male;A;-0.189854758;-2.694518981;-1.34358914;-5.315559924;-3.022210189;-0.076162128;-0.93948517;-0.029233118;-2.096309493;1.303514213;-0.070498599;-0.054472659
229;middle;male;C;1.053226303;1.858374092;2.380096352;3.971229926;0.143695492;-1.157917248;-2.069155594;0.633934859;1.468678799;-0.56183513;0.118273927;1.242892869
230;middle;male;B;0.288730221;0.059757477;1.161569522;-1.677244516;0.527139229;0.044239353;0.426271256;0.229610402;-0.144775082;0.617769169;0.564323174;-1.005045612
231;young;male;B;0.760226302;2.690688763;2.735623483;1.750515306;0.450584161;-1.68420028;-0.707583847;0.814089304;-1.896934327;0.717449466;1.003403605;-0.306075418
232;old;female;A;-0.478054579;1.616706453;0.144310453;1.336442421;-0.185783489;-0.966350576;-1.033079855;0.329800605;-0.10757196;-0.152098988;0.540634486;0.907247349
233;middle;male;B;-0.120620579;0.304334867;-1.344988895;-0.686533704;-1.549441926;-1.145180153;-4.670950204;1.229729107;-1.545550293;1.269420787;1.094992357;-0.56556728
234;young;male;B;-0.856324099;-1.949311005;-1.755542372;-3.227442652;-1.343168638;0.623241981;-0.587189407;-0.003928642;-2.92561229;1.944572111;0.179045443;-0.462059382
235;middle;female;C;-1.933099192;-1.563240752;-1.285423924;-0.627886559;-1.665517971;-0.217595888;-1.450825325;0.926249729;-3.535026648;0.619200341;-0.824283868;0.116865511
236;old;female;B;1.784340022;1.803242075;2.267968631;1.478584878;1.011597083;-0.996401681;-1.104153434;-1.902449919;-2.866545585;1.635579455;-1.099935278;-1.000308809
237;young;male;A;0.838821932;1.348161561;0.04120233;0.700979091;-1.202253768;1.259139276;3.077070585;1.646219504;-2.823271731;0.247171888;2.357648999;-0.017142171
238;young;female;C;-1.56599331;-3.130273014;-3.334210082;-4.441835117;-1.138511932;1.05845679;-0.30009487;0.349104694;-1.877699585;2.776817505;-0.408672806;-2.663450535
239;middle;male;C;0.480403729;-0.744712529;-0.438433597;-1.2068085;-1.241577178;0.941836819;2.88053358;-0.2859549;-0.115611742;0.492985306;0.686892949;-1.167893793
240;young;female;B;-1.082053732;0.340875703;0.148497047;-0.478279071;-0.646970252;1.08429195;1.887031531;-0.42528249;-0.821263234;2.57579109;0.557227973;-3.159107043
241;old;male;A;0.009353953;0.873715164;1.365954436;0.069901085;-0.01705141;0.097911766;-1.055521538;-0.460251708;-0.787339319;1.298273976;-0.88178277;-0.195916085
242;old;male;A;0.953701714;1.629373964;-0.282218788;2.189941473;1.380827558;0.506254102;0.784604926;-1.11161713;-1.043340231;0.277793542;-0.4616161;-1.87860027
243;middle;female;B;0.123234001;-0.792554046;-0.812198381;-1.036565644;-0.297474187;0.376573307;0.342010398;0.734194562;0.38970637;0.064112844;1.591398797;0.592424002
244;middle;female;B;0.706163711;-0.745692362;0.906042172;-1.044919166;0.475202847;-0.645695393;-1.624754774;0.931352455;-0.25982841;0.58498031;-1.558479348;1.400746831
245;middle;male;C;-0.161663097;-0.61832825;-0.66507243;0.262016814;0.313384863;0.820363243;1.327882616;-0.014005763;1.736178379;-0.4717721;0.168328328;0.953448326
246;old;male;A;0.152738465;1.160931174;0.898926265;-0.535306279;1.425099105;-0.465139791;-1.476993549;0.771202903;0.47221135;1.744010998;0.191454224;2.40273502
247;old;male;A;0.431139996;-0.516222637;-2.798916757;0.65332372;0.304801785;1.246638581;1.661042417;0.391307571;-2.03462927;-0.330471997;-1.088060325;0.320365841
248;young;female;A;-0.450881227;-2.290476967;-3.752969254;-1.83957317;-0.115726375;0.901629911;1.638050232;-0.082553667;-2.792422711;0.134481239;-0.00426444;0.613338574
249;middle;female;B;0.649137791;1.084565857;1.201035075;0.989110269;0.634722928;-0.179841256;-0.860764419;-0.85661002;-0.353347304;0.658715431;0.290136659;0.405137766
250;young;male;B;-0.305621121;1.05365689;1.309718798;2.158391725;-0.622632929;-0.827350428;-1.74791682;0.114974459;-2.347999252;2.575943588;-0.683823003;1.602951648
251;middle;male;B;0.078446153;0.148568;0.651591001;0.400726624;-0.327745947;1.251649385;2.164454289;-0.032664951;0.14978098;0.895776606;-0.242747227;0.068299122
252;young;female;A;-0.572023328;-0.745027994;-1.031810683;0.086084495;0.263659858;0.508458051;1.609222464;-1.258269381;-2.092557853;2.456400277;0.937652854;0.67853188
253;old;male;C;0.140747727;1.852110819;2.185985267;1.074686445;0.710695375;-0.952440498;-0.497640939;-1.196715518;-2.561998713;-0.062771858;-0.995830152;-0.452484494
254;middle;female;C;-1.145161265;-1.808421559;-1.527165491;-1.625109727;-0.940384447;0.58266188;0.957901728;0.895661957;-2.67543488;2.684576265;-0.947661659;-0.769283058
255;middle;male;A;1.358569865;0.70306526;-0.882477307;-0.373536078;0.217222596;0.195436341;1.575466934;0.836446017;0.272838534;-0.221577875;-0.531245851;-0.293133358
256;old;female;B;-0.100246745;0.666134386;0.495704307;1.045248109;0.243992919;2.463130455;6.079000983;-0.316868706;-1.186279427;1.305755613;-0.631969885;-1.638324301
257;old;female;C;-0.523017519;-0.442632876;-1.141677933;0.642759206;-0.205450714;-0.302607918;-0.74418333;-0.051457841;-0.989220816;0.978555569;-0.737939965;0.620260173
258;middle;female;C;0.530869602;0.873528368;0.843537945;0.041364854;-0.194937762;1.377967361;2.848383422;-1.180007242;1.646746686;1.605843662;-0.140002141;0.620314299
259;old;female;A;-0.063633723;-1.105448296;-1.954668676;0.579251141;1.872192481;-0.829318734;-1.522516556;0.300611436;-1.99801388;-0.001419373;1.003644369;-1.559066708
260;middle;male;B;-0.649791867;-0.903520722;-0.284042611;-1.289107162;-0.42700245;1.948956114;3.252822079;0.312875381;-0.768112787;2.228821324;-0.448006225;-0.002962268
261;old;female;B;1.049394739;0.331445524;-0.106239503;0.000735538;-0.432092055;-0.23164516;0.45568196;-1.731428491;-2.165183974;0.85791727;-0.021550724;-0.320297914
262;young;male;A;0.502230412;1.649580544;2.356567009;1.952301642;-0.264919624;0.060288992;-0.222759177;0.234917438;-1.704189338;-0.05126258;-0.392116187;1.580532176
263;old;female;A;1.212035404;0.709931492;1.023320883;1.205813337;1.821295044;2.005371424;3.374687796;1.052353349;0.53200655;1.896979543;0.921687166;1.225410596
264;young;male;A;0.285881563;0.280700613;-0.27189089;-0.42824749;-0.985889623;-0.545878908;-1.085789243;-1.037210251;-3.543544798;1.374676492;-1.203030769;-0.087267783
265;middle;female;A;0.903924539;-1.538240061;-2.021035076;-0.534416;-0.208032906;0.970679925;0.253325011;0.834722807;0.828390265;-0.249983956;-0.68267954;-0.431772278
266;middle;male;B;-1.792241861;-1.106164241;-0.103896741;2.481932365;0.936959473;-0.189013777;-0.258910767;1.956715465;-0.910077962;1.423660249;-0.265852661;0.046311614
267;young;female;B;1.780461577;0.169560358;0.107311303;2.292449911;0.828978842;0.20702363;-0.142548068;-0.418014096;0.467063831;0.214027279;-0.973337018;0.922679415
268;old;female;B;0.052110665;0.961072813;1.454381532;1.223454086;-0.211128546;-4.146083827;-10.3069384;0.729168152;-0.563741392;-1.350914053;0.5548152;-0.118733805
269;old;female;A;1.616381863;0.413580089;-0.804759193;-0.505027575;-0.302150186;0.683314753;-0.001472422;0.515957512;0.607316497;0.496260023;0.078132051;-1.377572214
270;young;female;B;0.192185338;0.615566094;0.378113735;1.243567618;0.683640345;-1.27690675;-3.783041291;0.233158562;-1.317762082;1.233870116;-0.950354268;2.427777521
271;young;female;C;-1.206958776;-0.364386193;0.635982803;-0.482324262;0.697996462;0.190238386;0.282211396;0.318931203;-2.377988977;2.301331064;0.825810989;0.259329382
272;young;male;A;0.537575009;-0.046964548;-0.762647956;-0.190860459;0.269826623;-0.259796821;-0.540324294;0.756776419;-1.729374701;1.866676731;1.732884769;1.388526889
273;young;male;B;-0.828033604;1.335041914;1.792424826;1.444459516;0.274520586;1.324065702;3.859120178;1.449376847;-2.05141793;4.426435279;0.736806437;0.56009481
274;middle;male;B;0.626680225;-0.901188141;-0.874841853;-2.75797795;-0.564644368;-1.423632103;-2.249632511;-0.606540981;1.301176255;0.731085953;-1.792659434;0.470873858
275;old;male;B;-0.734175547;-0.729459687;-2.30924765;-0.521794221;2.331921121;0.77379143;0.954180282;0.077968257;0.632631798;-0.175503168;1.201455299;-1.059784499
276;old;male;B;0.34855814;-0.371983136;0.710177591;0.328174957;1.047764234;-0.058469474;0.110613373;-0.321878279;0.438905057;0.772815628;1.286878927;1.631143465
277;old;male;C;0.275528873;-0.083023156;0.375516377;0.624127213;0.579786453;-0.309172497;-0.412744905;0.638112348;-0.7676815;-1.19343614;-0.035398586;-1.122580301
278;young;female;C;1.429548265;0.486543775;0.305180436;0.162562453;-0.227414916;-1.510213992;-4.505217774;-0.716949424;0.218914465;-2.09776997;-0.456628656;-1.227875131
279;young;male;C;-0.280124656;-1.618388049;-2.091770349;-1.801908867;0.615556016;-0.600154839;-2.091101338;-1.562571142;-1.182812926;-0.605041407;1.428376651;1.122826546
280;young;male;A;0.811601426;0.626804161;1.026667703;1.219950131;0.006841036;-1.798082269;-3.476157839;1.759704543;-0.086135058;0.326899755;-1.10733979;-1.338136855
281;young;male;C;0.101779958;-1.60391429;-0.732521799;-2.334242073;-0.8711522;2.094196927;5.071662897;-1.24228679;-0.764086403;2.727725721;-0.636963457;-0.249856975
282;middle;female;C;-0.43548099;-0.984882132;-0.987831614;-0.676475699;-1.076488508;0.068618316;-1.247939531;-1.406312122;-1.325232149;1.137554642;0.231669058;0.660954817
283;young;male;A;0.96569065;2.591600626;1.370085914;3.641453681;0.417695499;1.103717696;2.678055232;-0.064995329;-1.262086952;1.918772154;-0.200874456;-0.653770058
284;young;male;C;0.329802779;-0.183099256;-2.259118614;-1.754412771;-0.632291176;1.784469992;4.471232053;-0.187928579;0.044414559;2.508082386;0.053936551;0.415810807
285;young;male;C;-0.279970175;-0.866907535;-0.226622532;-0.264110832;-0.607817381;-0.0393406;1.415187621;1.711063215;-1.622964458;1.784107246;-0.492803301;-0.149977917
286;old;female;A;0.414508285;-0.586434431;-0.981143189;1.366908183;1.19631517;-0.380252282;-1.519084361;-1.13366023;1.255466714;-0.602500319;-1.353690254;0.367480329
287;middle;male;A;-1.446764007;-0.042440075;0.354940287;0.149527783;-0.914972587;1.851802894;3.88722814;-0.120718677;-3.013995921;2.348630283;1.076256415;-0.56469099
288;middle;male;C;-0.328929726;-1.317542811;-2.750956611;-0.936421035;0.937102961;0.727302113;0.485069487;-0.423374098;-0.180506986;-1.145670627;1.164058201;-0.520499579
289;old;female;A;-0.260005185;-0.630505894;0.247141757;-1.017090013;-1.792167941;-0.31857777;-2.385772773;-0.591118813;0.205044848;1.258298512;-0.701726855;0.955608128
290;middle;female;A;-0.53174334;-1.134231506;-0.009563301;-1.206854131;-0.368905883;-0.103776925;-0.655298962;-0.233273549;-0.197940766;1.006385599;-1.50483974;0.21437845
291;young;female;B;0.135556117;-0.103216569;1.050314945;2.308724434;2.247205326;0.296544938;1.014310197;-0.473406005;-2.82958742;0.14281113;-0.172908772;0.578294157
292;young;male;B;1.502039029;2.282467577;3.108336992;2.850102737;1.010905203;-1.96149471;-3.320484864;0.296323109;-0.316870887;0.234912269;-0.377329158;-1.571197252
293;old;male;B;-0.34215888;-1.904646619;-2.001320392;-1.508911635;-1.165618464;1.07471688;0.18623239;-1.794015189;-0.507096488;1.542364459;-0.898025297;-1.924368619
294;old;female;B;-1.886080841;-2.201636105;-3.544915119;-2.450145764;0.1871321;1.873113472;1.847056842;2.041539386;-0.846192943;0.523257676;-0.278408046;0.400948039
295;old;male;B;-1.973998748;-0.971193453;-1.786276386;-0.82090665;-0.422361415;1.554831486;2.91283439;-0.542987902;-4.367063626;2.163989313;0.51803546;-2.178920209
296;middle;female;B;1.148550146;2.002660289;0.429270042;1.747340142;2.027009056;0.400997071;1.660014201;-0.382435529;-1.767880236;0.888456065;0.34521875;0.909898164
297;middle;male;B;-0.245809221;-1.264006158;-1.208816634;0.114167855;0.240719592;-0.427997579;-1.732718687;-0.528499361;0.54850017;-0.313429203;0.281204975;-0.663039415
298;middle;male;C;0.340834164;0.210157812;-0.108932999;0.669607755;0.724802034;-1.915637024;-3.987836068;0.870350362;0.326299541;-2.25255323;0.288667629;-0.663584783
299;young;male;B;-0.139722156;-0.622464557;0.374462616;0.305566561;-0.143686895;1.332583679;0.975652153;-2.392226324;-1.687160873;2.088254876;0.531924106;-0.612378191
300;old;female;C;0.729372751;-0.502727031;-1.420534618;-0.213456186;0.049438878;0.672067601;1.402980892;0.002052133;-1.437193811;-0.039858657;-0.129387936;-0.288475862
301;middle;male;B;-0.312327462;1.890433393;1.178477976;2.493436568;0.220612417;-2.346433904;-5.24811653;-1.892732056;-1.280688033;-0.694725478;-0.13274237;0.084278501
302;middle;male;C;0.178202134;-0.239159288;-1.012524675;-0.678347403;-1.347202394;0.903524666;1.872199716;-0.930334556;-0.654337858;2.416546404;-0.885465633;-0.514090266
303;middle;male;A;0.249906581;1.594454536;1.079911477;2.848689807;-0.322804324;1.024992467;2.047139527;1.428801269;1.983083545;2.634996161;0.882539739;0.751186097
304;old;female;C;-0.043127748;-0.243758231;-0.599634034;-0.315655397;0.156039573;2.395124295;5.266197045;-1.27181964;0.539106649;2.842487343;-0.43858725;0.29679473
305;old;male;C;-1.054614917;-0.966748011;0.372990743;-2.146525848;-1.475702677;0.657652853;0.179164916;1.46263142;-3.129479947;1.21411898;1.012389801;1.838321282
306;young;female;A;1.48006282;-0.240910617;0.476534488;0.304707005;-0.046317297;0.390820857;1.429201325;-0.221126327;2.134577552;1.225825554;-0.014460184;0.337661586
307;middle;female;A;-0.356107281;1.665785258;-0.186630413;3.506113848;1.302170466;-1.614059411;-3.676626451;0.813512624;-1.618763692;-0.597635637;1.032927398;0.268073745
308;young;male;A;-0.122088324;0.961545847;1.534992325;-0.074190681;-0.088294539;-1.861722735;-4.515469619;-0.077333454;-0.478387497;1.946079466;-2.060756745;0.345369759
309;young;male;B;0.319631173;-1.149209497;0.307091093;-3.31649983;-0.246023716;1.964794097;3.393683956;-1.296327589;-2.483462366;2.96077979;-0.843588556;-0.488259262
310;young;male;C;-1.105385854;-2.212426276;-2.109505156;-1.780183514;-0.576572087;3.079353874;6.468090259;-1.594644351;-3.126413885;5.701896142;-1.022150646;-0.367235708
311;old;female;A;-0.611813798;-0.420391655;-0.725173765;-1.696492868;-1.835569547;-0.166839581;-2.21246063;-1.365551979;-2.557694148;0.188073303;0.941962645;1.385527069
312;middle;male;B;1.828026253;2.784831501;1.557771548;3.117850385;0.361598692;-0.551495995;0.912765575;-0.867590533;1.084513241;1.494458866;0.292525215;-0.702207789
313;old;male;B;0.527247014;2.680624373;2.423594729;1.664724031;-0.244166505;-2.040381743;-2.004149526;-1.0740806;-0.983232696;1.603028539;1.014535478;0.555646147
314;young;male;A;-0.705105828;-2.716609615;-2.024822278;-0.826052576;0.959024288;3.422754304;6.163673414;0.367205905;-0.38834705;5.289577024;-0.75815286;-0.538207799
315;young;female;C;1.627526967;3.01074248;1.670807212;0.815884527;-0.468553218;-1.066749404;-1.55024827;0.19183825;1.475872944;-0.797483565;1.65574092;1.499773478
316;old;male;A;-0.281847636;-1.087781871;-1.792406672;-1.585543239;-0.980770952;2.623560027;5.384418727;-0.769708815;-1.101729114;1.0822167;0.045979309;-0.751570315
317;young;male;C;-1.171533938;-1.435291915;-0.450042247;-0.918869128;-0.798649079;0.088244246;1.170394463;-0.892607517;-2.949622819;1.976781706;1.848398391;0.914149707
318;middle;male;B;1.150772565;1.758786752;2.014072931;2.205263303;2.173482925;-1.862811997;-4.829336156;0.761402445;0.029966532;-1.402785375;-2.285078511;0.159721819
319;old;female;B;0.207470397;-0.404220739;-0.859505933;0.179902858;-0.563108582;-0.750136186;-2.938225241;0.299681751;-0.262443119;0.851055836;0.117397441;1.402882392
320;old;male;A;1.486074602;2.154497566;2.796484986;1.564046157;1.469586434;0.615380742;0.949346765;1.665540338;-1.262586661;1.383611719;0.384500945;1.837387859
321;middle;male;C;-1.203893824;-1.364151799;-0.479624592;-0.856745993;-2.047710775;-1.404419785;-5.668437192;0.130869016;-0.644209405;-2.520498026;-0.521767294;-0.461716219
